layer,sequences,time_us
model_core,1,23108.056374667
model_core_stage_0,1,23108.056374667
model_core,2,26562.722838960
model_core_stage_0,2,26562.722838960
model_core,3,29937.296678151
model_core_stage_0,3,29937.296678151
model_core,4,33233.636826593
model_core_stage_0,4,33233.636826593
model_core,5,36453.559073131
model_core_stage_0,5,36453.559073131
model_core,6,39598.837062502
model_core_stage_0,6,39598.837062502
model_core,7,42671.203273492
model_core_stage_0,7,42671.203273492
model_core,8,45672.349974387
model_core_stage_0,8,45672.349974387
model_core,9,48603.930156255
model_core_stage_0,9,48603.930156255
model_core,10,51467.558444561
model_core_stage_0,10,51467.558444561
model_core,11,54264.811989624
model_core_stage_0,11,54264.811989624
model_core,12,56997.231336408
model_core_stage_0,12,56997.231336408
model_core,13,59666.321274129
model_core_stage_0,13,59666.321274129
model_core,14,62273.551666132
model_core_stage_0,14,62273.551666132
model_core,15,64820.358260522
model_core_stage_0,15,64820.358260522
model_core,16,67308.143481966
model_core_stage_0,16,67308.143481966
model_core,17,69738.277205123
model_core_stage_0,17,69738.277205123
model_core,18,72112.097510130
model_core_stage_0,18,72112.097510130
model_core,19,74430.911420541
model_core_stage_0,19,74430.911420541
model_core,20,76695.995624145
model_core_stage_0,20,76695.995624145
model_core,21,78908.597177056
model_core_stage_0,21,78908.597177056
model_core,22,81069.934191453
model_core_stage_0,22,81069.934191453
model_core,23,83181.196507371
model_core_stage_0,23,83181.196507371
model_core,24,85243.546348885
model_core_stage_0,24,85243.546348885
model_core,25,87258.118965075
model_core_stage_0,25,87258.118965075
model_core,26,89226.023256109
model_core_stage_0,26,89226.023256109
model_core,27,91148.342384795
model_core_stage_0,27,91148.342384795
model_core,28,93026.134373943
model_core_stage_0,28,93026.134373943
model_core,29,94860.432689859
model_core_stage_0,29,94860.432689859
model_core,30,96652.246812293
model_core_stage_0,30,96652.246812293
model_core,31,98402.562791167
model_core_stage_0,31,98402.562791167
model_core,32,100112.343790374
model_core_stage_0,32,100112.343790374
model_core,33,101782.530618960
model_core_stage_0,33,101782.530618960
model_core,34,103414.042249975
model_core_stage_0,34,103414.042249975
model_core,35,105007.776327280
model_core_stage_0,35,105007.776327280
model_core,36,106564.609660597
model_core_stage_0,36,106564.609660597
model_core,37,108085.398709064
model_core_stage_0,37,108085.398709064
model_core,38,109570.980053568
model_core_stage_0,38,109570.980053568
model_core,39,111022.170858114
model_core_stage_0,39,111022.170858114
model_core,40,112439.769320490
model_core_stage_0,40,112439.769320490
model_core,41,113824.555112466
model_core_stage_0,41,113824.555112466
model_core,42,115177.289809782
model_core_stage_0,42,115177.289809782
model_core,43,116498.717312151
model_core_stage_0,43,116498.717312151
model_core,44,117789.564253520
model_core_stage_0,44,117789.564253520
model_core,45,119050.540402798
model_core_stage_0,45,119050.540402798
model_core,46,120282.339055300
model_core_stage_0,46,120282.339055300
model_core,47,121485.637415088
model_core_stage_0,47,121485.637415088
model_core,48,122661.096968447
model_core_stage_0,48,122661.096968447
model_core,49,123809.363848696
model_core_stage_0,49,123809.363848696
model_core,50,124931.069192524
model_core_stage_0,50,124931.069192524
model_core,51,126026.829488058
model_core_stage_0,51,126026.829488058
model_core,52,127097.246914856
model_core_stage_0,52,127097.246914856
model_core,53,128142.909676004
model_core_stage_0,53,128142.909676004
model_core,54,129164.392322508
model_core_stage_0,54,129164.392322508
model_core,55,130162.256070158
model_core_stage_0,55,130162.256070158
model_core,56,131137.049109031
model_core_stage_0,56,131137.049109031
model_core,57,132089.306905821
model_core_stage_0,57,132089.306905821
model_core,58,133019.552499142
model_core_stage_0,58,133019.552499142
model_core,59,133928.296787982
model_core_stage_0,59,133928.296787982
model_core,60,134816.038813464
model_core_stage_0,60,134816.038813464
model_core,61,135683.266034063
model_core_stage_0,61,135683.266034063
model_core,62,136530.454594435
model_core_stage_0,62,136530.454594435
model_core,63,137358.069588012
model_core_stage_0,63,137358.069588012
model_core,64,138166.565313498
model_core_stage_0,64,138166.565313498
model_core,65,138956.385525411
model_core_stage_0,65,138956.385525411
model_core,66,139727.963678812
model_core_stage_0,66,139727.963678811
model_core,67,140481.723168353
model_core_stage_0,67,140481.723168353
model_core,68,141218.077561780
model_core_stage_0,68,141218.077561780
model_core,69,141937.430828012
model_core_stage_0,69,141937.430828012
model_core,70,142640.177559924
model_core_stage_0,70,142640.177559924
model_core,71,143326.703191969
model_core_stage_0,71,143326.703191969
model_core,72,143997.384212741
model_core_stage_0,72,143997.384212741
model_core,73,144652.588372607
model_core_stage_0,73,144652.588372607
model_core,74,145292.674886516
model_core_stage_0,74,145292.674886516
model_core,75,145917.994632111
model_core_stage_0,75,145917.994632111
model_core,76,146528.890343230
model_core_stage_0,76,146528.890343230
model_core,77,147125.696798927
model_core_stage_0,77,147125.696798927
model_core,78,147708.741008098
model_core_stage_0,78,147708.741008098
model_core,79,148278.342389825
model_core_stage_0,79,148278.342389825
model_core,80,148834.812949535
model_core_stage_0,80,148834.812949535
model_core,81,149378.457451071
model_core_stage_0,81,149378.457451071
model_core,82,149909.573584764
model_core_stage_0,82,149909.573584764
model_core,83,150428.452131611
model_core_stage_0,83,150428.452131611
model_core,84,150935.377123637
model_core_stage_0,84,150935.377123637
model_core,85,151430.626000542
model_core_stage_0,85,151430.626000542
model_core,86,151914.469762699
model_core_stage_0,86,151914.469762699
model_core,87,152387.173120620
model_core_stage_0,87,152387.173120620
model_core,88,152848.994640933
model_core_stage_0,88,152848.994640933
model_core,89,153300.186888986
model_core_stage_0,89,153300.186888986
model_core,90,153740.996568136
model_core_stage_0,90,153740.996568136
model_core,91,154171.664655799
model_core_stage_0,91,154171.664655799
model_core,92,154592.426536356
model_core_stage_0,92,154592.426536356
model_core,93,155003.512130957
model_core_stage_0,93,155003.512130957
model_core,94,155405.146024332
model_core_stage_0,94,155405.146024332
model_core,95,155797.547588638
model_core_stage_0,95,155797.547588638
model_core,96,156180.931104450
model_core_stage_0,96,156180.931104450
model_core,97,156555.505878930
model_core_stage_0,97,156555.505878930
model_core,98,156921.476361264
model_core_stage_0,98,156921.476361264
model_core,99,157279.042255408
model_core_stage_0,99,157279.042255408
model_core,100,157628.398630230
model_core_stage_0,100,157628.398630230
model_core,101,157969.736027089
model_core_stage_0,101,157969.736027089
model_core,102,158303.240564913
model_core_stage_0,102,158303.240564913
model_core,103,158629.094042846
model_core_stage_0,103,158629.094042846
model_core,104,158947.474040510
model_core_stage_0,104,158947.474040510
model_core,105,159258.554015938
model_core_stage_0,105,159258.554015938
model_core,106,159562.503401237
model_core_stage_0,106,159562.503401237
model_core,107,159859.487696023
model_core_stage_0,107,159859.487696023
model_core,108,160149.668558704
model_core_stage_0,108,160149.668558704
model_core,109,160433.203895623
model_core_stage_0,109,160433.203895623
model_core,110,160710.247948148
model_core_stage_0,110,160710.247948148
model_core,111,160980.951377737
model_core_stage_0,111,160980.951377737
model_core,112,161245.461349023
model_core_stage_0,112,161245.461349023
model_core,113,161503.921610976
model_core_stage_0,113,161503.921610976
model_core,114,161756.472576180
model_core_stage_0,114,161756.472576180
model_core,115,162003.251398272
model_core_stage_0,115,162003.251398272
model_core,116,162244.392047578
model_core_stage_0,116,162244.392047578
model_core,117,162480.025384998
model_core_stage_0,117,162480.025384998
model_core,118,162710.279234178
model_core_stage_0,118,162710.279234178
model_core,119,162935.278451999
model_core_stage_0,119,162935.278451999
model_core,120,163155.144997440
model_core_stage_0,120,163155.144997440
model_core,121,163369.997998837
model_core_stage_0,121,163369.997998837
model_core,122,163579.953819576
model_core_stage_0,122,163579.953819576
model_core,123,163785.126122274
model_core_stage_0,123,163785.126122274
model_core,124,163985.625931463
model_core_stage_0,124,163985.625931463
model_core,125,164181.561694811
model_core_stage_0,125,164181.561694811
model_core,126,164373.039342943
model_core_stage_0,126,164373.039342943
model_core,127,164560.162347849
model_core_stage_0,127,164560.162347849
model_core,128,164743.031779960
model_core_stage_0,128,164743.031779960
model_core,129,164921.746363876
model_core_stage_0,129,164921.746363876
model_core,130,165096.402532821
model_core_stage_0,130,165096.402532821
model_core,131,165267.094481824
model_core_stage_0,131,165267.094481824
model_core,132,165433.914219662
model_core_stage_0,132,165433.914219662
model_core,133,165596.951619609
model_core_stage_0,133,165596.951619609
model_core,134,165756.294468997
model_core_stage_0,134,165756.294468997
model_core,135,165912.028517629
model_core_stage_0,135,165912.028517629
model_core,136,166064.237525075
model_core_stage_0,136,166064.237525075
model_core,137,166213.003306858
model_core_stage_0,137,166213.003306858
model_core,138,166380.751993208
model_core_stage_0,138,166380.751993208
model_core,139,166548.939801189
model_core_stage_0,139,166548.939801189
model_core,140,166713.918611819
model_core_stage_0,140,166713.918611819
model_core,141,166875.762905306
model_core_stage_0,141,166875.762905306
model_core,142,167034.545433187
model_core_stage_0,142,167034.545433187
model_core,143,167190.337258451
model_core_stage_0,143,167190.337258451
model_core,144,167343.207794728
model_core_stage_0,144,167343.207794728
model_core,145,167493.224844569
model_core_stage_0,145,167493.224844569
model_core,146,167640.454636845
model_core_stage_0,146,167640.454636845
model_core,147,167784.961863264
model_core_stage_0,147,167784.961863264
model_core,148,167926.809714054
model_core_stage_0,148,167926.809714054
model_core,149,168066.059912809
model_core_stage_0,149,168066.059912809
model_core,150,168202.772750532
model_core_stage_0,150,168202.772750532
model_core,151,168337.007118881
model_core_stage_0,151,168337.007118881
model_core,152,168468.820542652
model_core_stage_0,152,168468.820542652
model_core,153,168598.269211501
model_core_stage_0,153,168598.269211501
model_core,154,168725.408010932
model_core_stage_0,154,168725.408010932
model_core,155,168850.290552568
model_core_stage_0,155,168850.290552568
model_core,156,168972.969203718
model_core_stage_0,156,168972.969203718
model_core,157,169093.495116252
model_core_stage_0,157,169093.495116252
model_core,158,169211.918254818
model_core_stage_0,158,169211.918254818
model_core,159,169328.287424395
model_core_stage_0,159,169328.287424395
model_core,160,169442.650297204
model_core_stage_0,160,169442.650297204
model_core,161,169555.053439007
model_core_stage_0,161,169555.053439007
model_core,162,169665.542334782
model_core_stage_0,162,169665.542334782
model_core,163,169774.161413808
model_core_stage_0,163,169774.161413808
model_core,164,169880.954074172
model_core_stage_0,164,169880.954074172
model_core,165,169985.962706697
model_core_stage_0,165,169985.962706697
model_core,166,170089.228718325
model_core_stage_0,166,170089.228718325
model_core,167,170190.792554950
model_core_stage_0,167,170190.792554950
model_core,168,170290.693723726
model_core_stage_0,168,170290.693723726
model_core,169,170388.970814851
model_core_stage_0,169,170388.970814851
model_core,170,170485.661522854
model_core_stage_0,170,170485.661522854
model_core,171,170580.802667382
model_core_stage_0,171,170580.802667382
model_core,172,170674.430213501
model_core_stage_0,172,170674.430213501
model_core,173,170766.579291540
model_core_stage_0,173,170766.579291540
model_core,174,170857.284216457
model_core_stage_0,174,170857.284216457
model_core,175,170946.578506767
model_core_stage_0,175,170946.578506767
model_core,176,171034.494903025
model_core_stage_0,176,171034.494903025
model_core,177,171121.065385888
model_core_stage_0,177,171121.065385888
model_core,178,171206.321193745
model_core_stage_0,178,171206.321193745
model_core,179,171290.292839948
model_core_stage_0,179,171290.292839948
model_core,180,171373.010129642
model_core_stage_0,180,171373.010129642
model_core,181,171454.502176198
model_core_stage_0,181,171454.502176198
model_core,182,171534.797417274
model_core_stage_0,182,171534.797417274
model_core,183,171613.923630492
model_core_stage_0,183,171613.923630492
model_core,184,171691.907948765
model_core_stage_0,184,171691.907948765
model_core,185,171768.776875252
model_core_stage_0,185,171768.776875252
model_core,186,171844.556297982
model_core_stage_0,186,171844.556297982
model_core,187,171919.271504127
model_core_stage_0,187,171919.271504127
model_core,188,171992.947193947
model_core_stage_0,188,171992.947193947
model_core,189,172065.607494415
model_core_stage_0,189,172065.607494415
model_core,190,172137.275972523
model_core_stage_0,190,172137.275972523
model_core,191,172207.975648276
model_core_stage_0,191,172207.975648276
model_core,192,172277.729007389
model_core_stage_0,192,172277.729007389
model_core,193,172346.558013688
model_core_stage_0,193,172346.558013688
model_core,194,172414.484121224
model_core_stage_0,194,172414.484121224
model_core,195,172481.528286102
model_core_stage_0,195,172481.528286102
model_core,196,172547.710978042
model_core_stage_0,196,172547.710978042
model_core,197,172613.052191663
model_core_stage_0,197,172613.052191663
model_core,198,172677.571457515
model_core_stage_0,198,172677.571457515
model_core,199,172741.287852846
model_core_stage_0,199,172741.287852846
model_core,200,172804.220012127
model_core_stage_0,200,172804.220012127
model_core,201,172866.386137325
model_core_stage_0,201,172866.386137325
model_core,202,172927.804007942
model_core_stage_0,202,172927.804007942
model_core,203,172988.490990823
model_core_stage_0,203,172988.490990823
model_core,204,173048.464049730
model_core_stage_0,204,173048.464049730
model_core,205,173107.739754703
model_core_stage_0,205,173107.739754703
model_core,206,173166.334291189
model_core_stage_0,206,173166.334291189
model_core,207,173224.263468979
model_core_stage_0,207,173224.263468979
model_core,208,173281.542730919
model_core_stage_0,208,173281.542730919
model_core,209,173338.187161431
model_core_stage_0,209,173338.187161431
model_core,210,173394.211494829
model_core_stage_0,210,173394.211494829
model_core,211,173449.630123447
model_core_stage_0,211,173449.630123447
model_core,212,173504.457105577
model_core_stage_0,212,173504.457105577
model_core,213,173558.706173219
model_core_stage_0,213,173558.706173219
model_core,214,173612.390739656
model_core_stage_0,214,173612.390739656
model_core,215,173665.523906853
model_core_stage_0,215,173665.523906853
model_core,216,173718.118472679
model_core_stage_0,216,173718.118472679
model_core,217,173770.186937969
model_core_stage_0,217,173770.186937969
model_core,218,173821.741513413
model_core_stage_0,218,173821.741513413
model_core,219,173872.794126296
model_core_stage_0,219,173872.794126296
model_core,220,173923.356427072
model_core_stage_0,220,173923.356427072
model_core,221,173973.439795790
model_core_stage_0,221,173973.439795790
model_core,222,174023.055348371
model_core_stage_0,222,174023.055348371
model_core,223,174072.213942737
model_core_stage_0,223,174072.213942737
model_core,224,174120.926184799
model_core_stage_0,224,174120.926184799
model_core,225,174169.202434309
model_core_stage_0,225,174169.202434309
model_core,226,174217.052810569
model_core_stage_0,226,174217.052810569
model_core,227,174264.487198015
model_core_stage_0,227,174264.487198015
model_core,228,174311.515251668
model_core_stage_0,228,174311.515251668
model_core,229,174358.146402455
model_core_stage_0,229,174358.146402455
model_core,230,174404.389862417
model_core_stage_0,230,174404.389862417
model_core,231,174450.254629781
model_core_stage_0,231,174450.254629781
model_core,232,174495.749493930
model_core_stage_0,232,174495.749493930
model_core,233,174540.883040247
model_core_stage_0,233,174540.883040247
model_core,234,174585.663654847
model_core_stage_0,234,174585.663654847
model_core,235,174630.099529209
model_core_stage_0,235,174630.099529209
model_core,236,174674.198664686
model_core_stage_0,236,174674.198664686
model_core,237,174717.968876923
model_core_stage_0,237,174717.968876923
model_core,238,174761.417800165
model_core_stage_0,238,174761.417800165
model_core,239,174804.552891467
model_core_stage_0,239,174804.552891467
model_core,240,174847.381434808
model_core_stage_0,240,174847.381434808
model_core,241,174889.910545106
model_core_stage_0,241,174889.910545106
model_core,242,174932.147172146
model_core_stage_0,242,174932.147172146
model_core,243,174974.098104406
model_core_stage_0,243,174974.098104406
model_core,244,175015.769972808
model_core_stage_0,244,175015.769972808
model_core,245,175057.169254370
model_core_stage_0,245,175057.169254370
model_core,246,175098.302275779
model_core_stage_0,246,175098.302275779
model_core,247,175139.175216883
model_core_stage_0,247,175139.175216883
model_core,248,175179.794114094
model_core_stage_0,248,175179.794114094
model_core,249,175220.164863723
model_core_stage_0,249,175220.164863723
model_core,250,175260.293225227
model_core_stage_0,250,175260.293225227
model_core,251,175300.184824387
model_core_stage_0,251,175300.184824387
model_core,252,175339.845156413
model_core_stage_0,252,175339.845156413
model_core,253,175379.279588968
model_core_stage_0,253,175379.279588968
model_core,254,175418.493365137
model_core_stage_0,254,175418.493365137
model_core,255,175457.491606311
model_core_stage_0,255,175457.491606311
model_core,256,175496.279315017
model_core_stage_0,256,175496.279315017
model_core,257,175534.861377671
model_core_stage_0,257,175534.861377671
model_core,258,175573.242567279
model_core_stage_0,258,175573.242567279
model_core,259,175611.427546066
model_core_stage_0,259,175611.427546066
model_core,260,175649.420868047
model_core_stage_0,260,175649.420868047
model_core,261,175687.226981539
model_core_stage_0,261,175687.226981539
model_core,262,175724.850231616
model_core_stage_0,262,175724.850231616
model_core,263,175762.294862501
model_core_stage_0,263,175762.294862501
model_core,264,175799.565019911
model_core_stage_0,264,175799.565019911
model_core,265,175836.664753343
model_core_stage_0,265,175836.664753343
model_core,266,175873.598018304
model_core_stage_0,266,175873.598018304
model_core,267,175910.368678495
model_core_stage_0,267,175910.368678495
model_core,268,175946.980507941
model_core_stage_0,268,175946.980507941
model_core,269,175983.437193073
model_core_stage_0,269,175983.437193073
model_core,270,176019.742334760
model_core_stage_0,270,176019.742334760
model_core,271,176055.899450298
model_core_stage_0,271,176055.899450298
model_core,272,176091.911975343
model_core_stage_0,272,176091.911975343
model_core,273,176127.783265814
model_core_stage_0,273,176127.783265814
model_core,274,176163.516599737
model_core_stage_0,274,176163.516599737
model_core,275,176199.115179058
model_core_stage_0,275,176199.115179058
model_core,276,176234.582131405
model_core_stage_0,276,176234.582131405
model_core,277,176269.920511814
model_core_stage_0,277,176269.920511814
model_core,278,176305.133304415
model_core_stage_0,278,176305.133304415
model_core,279,176340.223424077
model_core_stage_0,279,176340.223424077
model_core,280,176375.193718015
model_core_stage_0,280,176375.193718015
model_core,281,176410.046967362
model_core_stage_0,281,176410.046967362
model_core,282,176444.785888698
model_core_stage_0,282,176444.785888698
model_core,283,176479.413135556
model_core_stage_0,283,176479.413135556
model_core,284,176513.931299879
model_core_stage_0,284,176513.931299879
model_core,285,176548.342913451
model_core_stage_0,285,176548.342913451
model_core,286,176582.650449294
model_core_stage_0,286,176582.650449294
model_core,287,176616.856323032
model_core_stage_0,287,176616.856323032
model_core,288,176650.962894224
model_core_stage_0,288,176650.962894224
model_core,289,176684.972467661
model_core_stage_0,289,176684.972467661
model_core,290,176718.887294644
model_core_stage_0,290,176718.887294644
model_core,291,176752.709574219
model_core_stage_0,291,176752.709574219
model_core,292,176786.441454394
model_core_stage_0,292,176786.441454394
model_core,293,176820.085033321
model_core_stage_0,293,176820.085033321
model_core,294,176853.642360455
model_core_stage_0,294,176853.642360455
model_core,295,176887.115437683
model_core_stage_0,295,176887.115437683
model_core,296,176920.506220430
model_core_stage_0,296,176920.506220430
model_core,297,176953.816618735
model_core_stage_0,297,176953.816618735
model_core,298,176987.048498304
model_core_stage_0,298,176987.048498304
model_core,299,177020.203681543
model_core_stage_0,299,177020.203681543
model_core,300,177053.283948559
model_core_stage_0,300,177053.283948559
model_core,301,177086.291038143
model_core_stage_0,301,177086.291038143
model_core,302,177119.226648728
model_core_stage_0,302,177119.226648728
model_core,303,177152.092439329
model_core_stage_0,303,177152.092439329
model_core,304,177184.890030454
model_core_stage_0,304,177184.890030454
model_core,305,177217.621004999
model_core_stage_0,305,177217.621004999
model_core,306,177250.286909122
model_core_stage_0,306,177250.286909122
model_core,307,177282.889253096
model_core_stage_0,307,177282.889253096
model_core,308,177315.429512139
model_core_stage_0,308,177315.429512139
model_core,309,177347.909127231
model_core_stage_0,309,177347.909127231
model_core,310,177380.329505905
model_core_stage_0,310,177380.329505905
model_core,311,177412.692023028
model_core_stage_0,311,177412.692023028
model_core,312,177444.998021555
model_core_stage_0,312,177444.998021555
model_core,313,177477.248813272
model_core_stage_0,313,177477.248813272
model_core,314,177509.445679518
model_core_stage_0,314,177509.445679518
model_core,315,177541.589871892
model_core_stage_0,315,177541.589871892
model_core,316,177573.682612946
model_core_stage_0,316,177573.682612946
model_core,317,177605.725096855
model_core_stage_0,317,177605.725096855
model_core,318,177637.718490076
model_core_stage_0,318,177637.718490076
model_core,319,177669.663931996
model_core_stage_0,319,177669.663931996
model_core,320,177701.562535555
model_core_stage_0,320,177701.562535555
model_core,321,177733.415387862
model_core_stage_0,321,177733.415387862
model_core,322,177765.223550795
model_core_stage_0,322,177765.223550795
model_core,323,177796.988061586
model_core_stage_0,323,177796.988061586
model_core,324,177828.709933392
model_core_stage_0,324,177828.709933392
model_core,325,177860.390155856
model_core_stage_0,325,177860.390155856
model_core,326,177892.029695651
model_core_stage_0,326,177892.029695651
model_core,327,177923.629497014
model_core_stage_0,327,177923.629497014
model_core,328,177955.190482267
model_core_stage_0,328,177955.190482267
model_core,329,177986.713552324
model_core_stage_0,329,177986.713552324
model_core,330,178018.199587189
model_core_stage_0,330,178018.199587189
model_core,331,178049.649446442
model_core_stage_0,331,178049.649446442
model_core,332,178081.063969711
model_core_stage_0,332,178081.063969711
model_core,333,178112.443977139
model_core_stage_0,333,178112.443977139
model_core,334,178143.790269831
model_core_stage_0,334,178143.790269831
model_core,335,178175.103630300
model_core_stage_0,335,178175.103630300
model_core,336,178206.384822896
model_core_stage_0,336,178206.384822896
model_core,337,178237.634594229
model_core_stage_0,337,178237.634594229
model_core,338,178268.853673581
model_core_stage_0,338,178268.853673581
model_core,339,178300.042773307
model_core_stage_0,339,178300.042773307
model_core,340,178331.202589228
model_core_stage_0,340,178331.202589228
model_core,341,178362.333801015
model_core_stage_0,341,178362.333801015
model_core,342,178393.437072566
model_core_stage_0,342,178393.437072566
model_core,343,178424.513052366
model_core_stage_0,343,178424.513052366
model_core,344,178455.562373854
model_core_stage_0,344,178455.562373854
model_core,345,178486.585655762
model_core_stage_0,345,178486.585655762
model_core,346,178517.583502465
model_core_stage_0,346,178517.583502465
model_core,347,178548.556504309
model_core_stage_0,347,178548.556504309
model_core,348,178579.505237938
model_core_stage_0,348,178579.505237938
model_core,349,178610.430266613
model_core_stage_0,349,178610.430266613
model_core,350,178641.332140521
model_core_stage_0,350,178641.332140521
model_core,351,178672.211397079
model_core_stage_0,351,178672.211397079
model_core,352,178703.068561233
model_core_stage_0,352,178703.068561233
model_core,353,178733.904145742
model_core_stage_0,353,178733.904145742
model_core,354,178764.718651467
model_core_stage_0,354,178764.718651467
model_core,355,178795.512567640
model_core_stage_0,355,178795.512567640
model_core,356,178826.286372143
model_core_stage_0,356,178826.286372143
model_core,357,178857.040531763
model_core_stage_0,357,178857.040531763
model_core,358,178887.775502453
model_core_stage_0,358,178887.775502453
model_core,359,178918.491729586
model_core_stage_0,359,178918.491729586
model_core,360,178949.189648195
model_core_stage_0,360,178949.189648195
model_core,361,178979.869683219
model_core_stage_0,361,178979.869683219
model_core,362,179010.532249730
model_core_stage_0,362,179010.532249730
model_core,363,179041.177753171
model_core_stage_0,363,179041.177753171
model_core,364,179071.806589572
model_core_stage_0,364,179071.806589572
model_core,365,179102.419145771
model_core_stage_0,365,179102.419145771
model_core,366,179133.015799630
model_core_stage_0,366,179133.015799630
model_core,367,179163.596920237
model_core_stage_0,367,179163.596920237
model_core,368,179194.162868117
model_core_stage_0,368,179194.162868117
model_core,369,179224.713995427
model_core_stage_0,369,179224.713995427
model_core,370,179255.250646148
model_core_stage_0,370,179255.250646148
model_core,371,179285.773156279
model_core_stage_0,371,179285.773156279
model_core,372,179316.281854021
model_core_stage_0,372,179316.281854021
model_core,373,179346.777059957
model_core_stage_0,373,179346.777059957
model_core,374,179377.259087228
model_core_stage_0,374,179377.259087228
model_core,375,179407.728241710
model_core_stage_0,375,179407.728241710
model_core,376,179438.184822177
model_core_stage_0,376,179438.184822177
model_core,377,179468.629120469
model_core_stage_0,377,179468.629120469
model_core,378,179499.061421654
model_core_stage_0,378,179499.061421654
model_core,379,179529.482004181
model_core_stage_0,379,179529.482004181
model_core,380,179559.891140040
model_core_stage_0,380,179559.891140040
model_core,381,179590.289094904
model_core_stage_0,381,179590.289094904
model_core,382,179620.676128283
model_core_stage_0,382,179620.676128283
model_core,383,179651.052493661
model_core_stage_0,383,179651.052493661
model_core,384,179681.418438642
model_core_stage_0,384,179681.418438642
model_core,385,179711.774205081
model_core_stage_0,385,179711.774205081
model_core,386,179742.120029219
model_core_stage_0,386,179742.120029219
model_core,387,179772.456141815
model_core_stage_0,387,179772.456141815
model_core,388,179802.782768274
model_core_stage_0,388,179802.782768274
model_core,389,179833.100128765
model_core_stage_0,389,179833.100128765
model_core,390,179863.408438350
model_core_stage_0,390,179863.408438350
model_core,391,179893.707907100
model_core_stage_0,391,179893.707907100
model_core,392,179923.998740207
model_core_stage_0,392,179923.998740207
model_core,393,179954.281138104
model_core_stage_0,393,179954.281138104
model_core,394,179984.555296571
model_core_stage_0,394,179984.555296571
model_core,395,180014.821406842
model_core_stage_0,395,180014.821406842
model_core,396,180045.079655716
model_core_stage_0,396,180045.079655716
model_core,397,180075.330225653
model_core_stage_0,397,180075.330225653
model_core,398,180105.573294880
model_core_stage_0,398,180105.573294880
model_core,399,180135.809037487
model_core_stage_0,399,180135.809037487
model_core,400,180166.037623524
model_core_stage_0,400,180166.037623524
model_core,401,180196.259219093
model_core_stage_0,401,180196.259219093
model_core,402,180226.473986441
model_core_stage_0,402,180226.473986441
model_core,403,180256.682084051
model_core_stage_0,403,180256.682084051
model_core,404,180286.883666726
model_core_stage_0,404,180286.883666726
model_core,405,180317.078885675
model_core_stage_0,405,180317.078885675
model_core,406,180347.267888601
model_core_stage_0,406,180347.267888601
model_core,407,180377.450819775
model_core_stage_0,407,180377.450819775
model_core,408,180407.627820121
model_core_stage_0,408,180407.627820121
model_core,409,180437.799027294
model_core_stage_0,409,180437.799027294
model_core,410,180467.964575751
model_core_stage_0,410,180467.964575751
model_core,411,180498.124596831
model_core_stage_0,411,180498.124596831
model_core,412,180528.279218822
model_core_stage_0,412,180528.279218822
model_core,413,180558.428567036
model_core_stage_0,413,180558.428567036
model_core,414,180588.572763878
model_core_stage_0,414,180588.572763878
model_core,415,180618.711928908
model_core_stage_0,415,180618.711928908
model_core,416,180648.846178915
model_core_stage_0,416,180648.846178915
model_core,417,180678.975627975
model_core_stage_0,417,180678.975627975
model_core,418,180709.100387517
model_core_stage_0,418,180709.100387517
model_core,419,180739.220566385
model_core_stage_0,419,180739.220566385
model_core,420,180769.336270894
model_core_stage_0,420,180769.336270894
model_core,421,180799.447604894
model_core_stage_0,421,180799.447604894
model_core,422,180829.554669823
model_core_stage_0,422,180829.554669823
model_core,423,180859.657564765
model_core_stage_0,423,180859.657564765
model_core,424,180889.756386506
model_core_stage_0,424,180889.756386506
model_core,425,180919.851229584
model_core_stage_0,425,180919.851229584
model_core,426,180949.942186341
model_core_stage_0,426,180949.942186341
model_core,427,180980.029346980
model_core_stage_0,427,180980.029346980
model_core,428,181010.112799608
model_core_stage_0,428,181010.112799608
model_core,429,181040.192630285
model_core_stage_0,429,181040.192630285
model_core,430,181070.268923079
model_core_stage_0,430,181070.268923079
model_core,431,181100.341760101
model_core_stage_0,431,181100.341760101
model_core,432,181130.411221559
model_core_stage_0,432,181130.411221559
model_core,433,181160.477385801
model_core_stage_0,433,181160.477385801
model_core,434,181190.540329354
model_core_stage_0,434,181190.540329354
model_core,435,181220.600126968
model_core_stage_0,435,181220.600126968
model_core,436,181250.656851662
model_core_stage_0,436,181250.656851662
model_core,437,181280.710574756
model_core_stage_0,437,181280.710574756
model_core,438,181310.761365918
model_core_stage_0,438,181310.761365918
model_core,439,181340.809293196
model_core_stage_0,439,181340.809293196
model_core,440,181370.854423062
model_core_stage_0,440,181370.854423062
model_core,441,181400.896820442
model_core_stage_0,441,181400.896820442
model_core,442,181430.936548757
model_core_stage_0,442,181430.936548757
model_core,443,181460.973669955
model_core_stage_0,443,181460.973669955
model_core,444,181491.008244548
model_core_stage_0,444,181491.008244548
model_core,445,181521.040331641
model_core_stage_0,445,181521.040331641
model_core,446,181551.069988968
model_core_stage_0,446,181551.069988968
model_core,447,181581.097272925
model_core_stage_0,447,181581.097272925
model_core,448,181611.122238596
model_core_stage_0,448,181611.122238596
model_core,449,181641.144939789
model_core_stage_0,449,181641.144939789
model_core,450,181671.165429061
model_core_stage_0,450,181671.165429061
model_core,451,181701.183757752
model_core_stage_0,451,181701.183757752
